,card_materials,card_patterns,card_bitpoints,card_drift,card_mana,card_ingot,dragon_allhorns,dragon_wings,dragon_eye_colors,dragon_gatget,dragon_skin_texture
932,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
933,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
934,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
935,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
936,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
937,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
938,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
939,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
940,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
941,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
942,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
943,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
944,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
945,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
946,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
947,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
948,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
949,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
950,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
951,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
952,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
953,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
954,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
955,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
956,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
957,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
958,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
959,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
960,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
961,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
962,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
963,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
964,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
965,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
966,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
967,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
968,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
969,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
970,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
971,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
972,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
973,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
974,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
975,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
976,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
977,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
978,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
979,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
980,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
981,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
982,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
983,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
984,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
985,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
986,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
987,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
988,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
989,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
990,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
991,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
992,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
993,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
994,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
995,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
996,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
997,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
998,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
999,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1000,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1001,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1002,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1003,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1004,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1005,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1006,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1007,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1008,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1009,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1010,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1011,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1012,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1013,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1014,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1015,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1016,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1017,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1018,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1019,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1020,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1021,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1022,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1023,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1024,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1025,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1026,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1027,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1028,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1029,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1030,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1031,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1032,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1033,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1034,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1035,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1036,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1037,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1038,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1039,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1040,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1041,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1042,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1043,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1044,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1045,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1046,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1047,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1048,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1049,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1050,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1051,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1052,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1053,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1054,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1055,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1056,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1057,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1058,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1059,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1060,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1061,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1062,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1063,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1064,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1065,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1066,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1067,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1068,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1069,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1070,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1071,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1072,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1073,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1074,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1075,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1076,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1077,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1078,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1079,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1080,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1081,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1082,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1083,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1084,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1085,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1086,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1087,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1088,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1089,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1090,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1091,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1092,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1093,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1094,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1095,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1096,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1097,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1098,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1099,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1100,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1101,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1102,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1103,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1104,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1105,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1106,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1107,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1108,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1109,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1110,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1111,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1112,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1113,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1114,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1115,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1116,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1117,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1118,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1119,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1120,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1121,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1122,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1123,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1124,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1125,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1126,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1127,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1128,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1129,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1130,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1131,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1132,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1133,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1134,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1135,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1136,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1137,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1138,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1139,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1140,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1141,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1142,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1143,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1144,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1145,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1146,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1147,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1148,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1149,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1150,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1151,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1152,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1153,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1154,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1155,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1156,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1157,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1158,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1159,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1160,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1161,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1162,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1163,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1164,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1165,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1166,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1167,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1168,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1169,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1170,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1171,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1172,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1173,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1174,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1175,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1176,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1177,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1178,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1179,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1180,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1181,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1182,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1183,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1184,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1185,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1186,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1187,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1188,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1189,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1190,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1191,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1192,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1193,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1194,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1195,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1196,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1197,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1198,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1199,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1200,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1201,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1202,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1203,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1204,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1205,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1206,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1207,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1208,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1209,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1210,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1211,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1212,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1213,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1214,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1215,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1216,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1217,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1218,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1219,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1220,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1221,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1222,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1223,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1224,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1225,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1226,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1227,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
